date,open,high,low,close,volume
1987-06-22,1.8064,1.8251,1.8,1.8064,148797
1987-06-23,1.8187,1.8187,1.8187,1.8187,1698
1987-06-24,1.8556,1.8556,1.8433,1.8556,9902
1987-06-25,1.8615,1.8801,1.8615,1.8742,665301
1987-06-26,1.8742,1.8742,1.8679,1.8679,93301
1987-06-29,1.8556,1.8556,1.8497,1.8497,13803
1987-06-30,1.831,1.831,1.8251,1.8251,2102
1987-07-01,1.8187,1.831,1.8187,1.8187,38102
1987-07-02,1.8433,1.8679,1.8433,1.8679,672200
1987-07-06,1.9047,1.9047,1.9047,1.9047,45499
1987-07-07,1.9293,1.9539,1.917,1.9416,666103
1987-07-08,1.917,1.917,1.9106,1.9106,32100
1987-07-09,1.9234,1.9234,1.9234,1.9234,3900
1987-07-10,1.9234,1.9416,1.9234,1.9293,165699
1987-07-13,1.9352,1.9662,1.9352,1.9603,156598
1987-07-14,1.9416,1.9416,1.9416,1.9416,561101
1987-07-15,1.9907,2.003,1.9848,2.003,224799
1987-07-16,2.0891,2.0891,2.0645,2.0709,178302
1987-07-17,2.0522,2.0522,2.0276,2.0276,68498
1987-07-20,2.0276,2.0276,2.003,2.003,2998
1987-07-21,1.9907,1.9907,1.9907,1.9907,30301
1987-07-22,1.9539,1.9539,1.9539,1.9539,91099
1987-07-23,1.9662,1.9721,1.9662,1.9662,153600
1987-07-24,2.003,2.003,2.003,2.003,6501
1987-07-27,2.003,2.003,2.003,2.003,12099
1987-07-28,2.034,2.0458,2.034,2.034,512503
1987-07-29,2.0399,2.0645,2.0399,2.0645,5201
1987-07-30,1.9662,1.9721,1.9416,1.9721,94102
1987-07-31,1.9539,1.9539,1.948,1.948,539402
1987-08-03,1.8556,1.8679,1.8556,1.8615,313297
1987-08-04,1.8369,1.8369,1.8369,1.8369,1698
1987-08-05,1.8369,1.8369,1.8369,1.8369,6501
1987-08-06,1.8433,1.8433,1.8433,1.8433,158801
1987-08-07,1.7941,1.8064,1.7941,1.7941,9902
1987-08-10,1.745,1.7941,1.745,1.7941,712599
1987-08-11,1.7941,1.8187,1.7941,1.8187,178302
1987-08-12,1.8187,1.8187,1.8064,1.8187,5201
1987-08-13,1.8128,1.8128,1.8,1.8,456098
1987-08-14,1.8187,1.8433,1.8187,1.8433,15602
1987-08-17,1.7902,1.8219,1.7902,1.7902,27303
1987-08-18,1.7782,1.7782,1.7531,1.7531,33798
1987-08-19,1.7716,1.7716,1.7716,1.7716,4702
1987-08-20,1.7651,1.7842,1.7651,1.7842,763399
1987-08-21,1.7968,1.8093,1.7842,1.7842,41598
1987-08-24,1.8154,1.8219,1.8154,1.8219,2102
1987-08-25,1.8219,1.8219,1.8219,1.8219,0
1987-08-26,1.8345,1.8596,1.8345,1.8596,20298
1987-08-27,1.847,1.847,1.847,1.847,607602
1987-08-28,1.847,1.847,1.847,1.847,46401
1987-08-31,1.847,1.847,1.847,1.847,21200
1987-09-01,1.8596,1.8661,1.8596,1.8661,16902
1987-09-02,1.8782,1.8847,1.8782,1.8782,24299
1987-09-03,1.8913,1.8913,1.8722,1.8722,369701
1987-09-04,1.8536,1.8536,1.847,1.847,9101
1987-09-08,1.8847,1.8847,1.8722,1.8847,101898
1987-09-09,1.8847,1.8847,1.8661,1.8661,357602
1987-09-10,1.9033,1.9099,1.8973,1.9099,984701
1987-09-11,1.8973,1.9099,1.8973,1.8973,36398
1987-09-14,1.9099,1.9099,1.8973,1.8973,169202
1987-09-15,1.8973,1.8973,1.8913,1.8913,220898
1987-09-16,1.9099,1.9099,1.8973,1.8973,431799
1987-09-17,1.8973,1.9224,1.8973,1.9224,558102
1987-09-18,1.9727,1.9853,1.9601,1.9853,331998
1987-09-21,1.9601,1.9727,1.9601,1.9601,485200
1987-09-22,1.9853,2.0104,1.9853,1.9978,464801
1987-09-23,2.0044,2.0104,2.0044,2.0104,641400
1987-09-24,2.0104,2.0104,1.9727,1.9727,73698
1987-09-25,1.9918,2.0044,1.9853,2.0044,89798
1987-09-28,2.0044,2.0044,2.0044,2.0044,0
1987-09-29,1.9601,1.9601,1.9601,1.9601,3402
1987-09-30,1.9476,1.9476,1.9415,1.9415,62401
1987-10-01,2.0229,2.0229,1.9853,1.9853,5201
1987-10-02,1.9978,1.9978,1.9978,1.9978,9101
1987-10-05,2.0606,2.0606,2.0481,2.0481,374101
1987-10-06,2.0606,2.0606,2.0415,2.0415,173102
1987-10-07,2.0481,2.0732,2.0481,2.0606,61100
1987-10-08,2.0858,2.0858,2.0606,2.0667,1500701
1987-10-09,2.0606,2.0606,2.0606,2.0606,591099
1987-10-12,2.0415,2.0415,2.0355,2.0355,115398
1987-10-13,2.0355,2.0355,2.0355,2.0355,3900
1987-10-14,2.0355,2.0355,2.0229,2.0229,50699
1987-10-15,2.0355,2.0355,1.9727,1.9727,2207298
1987-10-16,1.9601,1.9601,1.9601,1.9601,1698
1987-10-19,1.6772,1.7023,1.6586,1.7023,70700
1987-10-20,1.7154,1.7154,1.5329,1.5329,76797
1987-10-21,1.6711,1.6837,1.652,1.6711,110203
1987-10-22,1.5078,1.5832,1.5078,1.5832,103702
1987-10-23,1.558,1.6083,1.558,1.6083,2102
1987-10-26,1.4575,1.4952,1.4575,1.4952,16902
1987-10-27,1.5329,1.5706,1.5329,1.5706,50699
1987-10-28,1.5329,1.558,1.5329,1.558,29001
1987-10-29,1.558,1.558,1.558,1.558,0
1987-10-30,1.7088,1.7088,1.7088,1.7088,32498
1987-11-02,1.6837,1.6837,1.6334,1.6334,6002
1987-11-03,1.6334,1.6334,1.6334,1.6334,0
1987-11-04,1.4887,1.4952,1.4887,1.4952,61100
1987-11-05,1.5455,1.5706,1.5455,1.5706,33400
1987-11-06,1.5706,1.5832,1.5706,1.5832,66800
1987-11-09,1.558,1.558,1.558,1.558,9499
1987-11-10,1.5832,1.5832,1.5832,1.5832,0
1987-11-11,1.6209,1.6209,1.6023,1.6023,26003
1987-11-12,1.6209,1.6209,1.6209,1.6209,1698
1987-11-13,1.6209,1.6209,1.6209,1.6209,120598
1987-11-16,1.6148,1.6148,1.5832,1.5832,74600
1987-11-17,1.5706,1.5706,1.5706,1.5706,2102
1987-11-18,1.5832,1.5832,1.5832,1.5832,398
1987-11-19,1.5832,1.5832,1.5832,1.5832,0
1987-11-20,1.5832,1.5832,1.5832,1.5832,0
1987-11-23,1.558,1.558,1.558,1.558,3900
1987-11-24,1.6083,1.6083,1.6083,1.6083,801
1987-11-25,1.5832,1.5832,1.5832,1.5832,7801
1987-11-27,1.5832,1.5832,1.5832,1.5832,0
1987-11-30,1.558,1.558,1.558,1.558,801
1987-12-01,1.5706,1.5957,1.5706,1.5957,18998
1987-12-02,1.6083,1.6083,1.6083,1.6083,2998
1987-12-03,1.6083,1.6083,1.5957,1.5957,801
1987-12-04,1.5455,1.5455,1.5329,1.5329,2102
1987-12-07,1.558,1.558,1.552,1.552,6501
1987-12-08,1.6083,1.6083,1.6083,1.6083,6501
1987-12-09,1.6083,1.6148,1.6023,1.6148,1338398
1987-12-10,1.6334,1.646,1.6334,1.646,15103
1987-12-11,1.6334,1.6334,1.6334,1.6334,398
1987-12-14,1.646,1.646,1.646,1.646,30301
1987-12-15,1.6269,1.6269,1.6083,1.6083,6002
1987-12-16,1.6083,1.6083,1.6083,1.6083,0
1987-12-17,1.6334,1.6334,1.6083,1.6083,103198
1987-12-18,1.5832,1.6023,1.5832,1.6023,46401
1987-12-21,1.6083,1.6209,1.6083,1.6209,911401
1987-12-22,1.6334,1.646,1.6334,1.646,223902
1987-12-23,1.646,1.6711,1.646,1.6711,539800
1987-12-24,1.6711,1.6711,1.6711,1.6711,0
1987-12-28,1.6586,1.6586,1.6586,1.6586,1698
1987-12-29,1.6586,1.6586,1.6586,1.6586,0
1987-12-30,1.7214,1.734,1.7214,1.7274,381901
1987-12-31,1.6963,1.6963,1.6963,1.6963,3402
1988-01-04,1.7591,1.7591,1.7591,1.7591,2102
1988-01-05,1.7842,1.7842,1.7782,1.7782,6501
1988-01-06,1.8219,1.8219,1.8033,1.8033,83701
1988-01-07,1.7968,1.7968,1.7968,1.7968,398
1988-01-08,1.7842,1.7842,1.7591,1.7591,5201
1988-01-11,1.7591,1.7591,1.7591,1.7591,398
1988-01-12,1.7716,1.7716,1.734,1.7531,14301
1988-01-13,1.734,1.7465,1.734,1.7465,18998
1988-01-14,1.7465,1.7465,1.7465,1.7465,801
1988-01-15,1.7591,1.8093,1.7591,1.8093,22102
1988-01-18,1.7968,1.7968,1.7968,1.7968,3900
1988-01-19,1.7968,1.7968,1.7591,1.7591,10799
1988-01-20,1.7591,1.7591,1.7591,1.7591,0
1988-01-21,1.7716,1.7716,1.7716,1.7716,398
1988-01-22,1.7842,1.7968,1.7716,1.7842,5201
1988-01-25,1.7842,1.7842,1.7842,1.7842,780699
1988-01-26,1.7716,1.7842,1.7716,1.7842,70302
1988-01-27,1.7842,1.7842,1.7842,1.7842,0
1988-01-28,1.7716,1.7716,1.7716,1.7716,0
1988-01-29,1.7274,1.7274,1.7274,1.7274,1698
1988-02-01,1.7274,1.7274,1.7274,1.7274,0
1988-02-02,1.7465,1.7465,1.7465,1.7465,801
1988-02-03,1.7274,1.74,1.7274,1.74,5201
1988-02-04,1.74,1.74,1.74,1.74,398
1988-02-05,1.7088,1.7088,1.6837,1.6837,8199
1988-02-08,1.6209,1.6334,1.6209,1.6334,14301
1988-02-09,1.6269,1.64,1.6269,1.64,10799
1988-02-10,1.64,1.64,1.64,1.64,9101
1988-02-11,1.646,1.646,1.646,1.646,1698
1988-02-12,1.646,1.646,1.646,1.646,0
1988-02-16,1.652,1.6586,1.652,1.6586,13001
1988-02-17,1.6772,1.6772,1.6772,1.6772,185700
1988-02-18,1.6772,1.6772,1.6772,1.6772,0
1988-02-19,1.6586,1.6586,1.64,1.64,6899
1988-02-22,1.64,1.64,1.64,1.64,0
1988-02-23,1.6837,1.6837,1.6772,1.6772,211299
1988-02-24,1.7214,1.734,1.7214,1.734,76797
1988-02-25,1.7465,1.7465,1.734,1.734,6899
1988-02-26,1.7214,1.7214,1.7214,1.7214,1698
1988-02-29,1.734,1.734,1.734,1.734,5201
1988-03-01,1.7651,1.7782,1.7651,1.7716,12503
1988-03-02,1.7902,1.8219,1.7902,1.8219,39900
1988-03-03,1.8262,1.8262,1.8262,1.8262,398
1988-03-04,1.9039,1.9039,1.8909,1.8909,11202
1988-03-07,1.9298,1.9427,1.9298,1.9298,6501
1988-03-08,1.9298,1.9298,1.9298,1.9298,0
1988-03-09,1.9298,1.936,1.9298,1.936,2102
1988-03-10,1.8909,1.8909,1.8909,1.8909,2998
1988-03-11,1.865,1.878,1.865,1.878,13803
1988-03-14,1.878,1.878,1.878,1.878,398
1988-03-15,1.878,1.878,1.878,1.878,0
1988-03-16,1.878,1.8909,1.878,1.8909,2998
1988-03-17,1.8909,1.8909,1.8909,1.8909,398
1988-03-18,1.8453,1.8453,1.8453,1.8453,248201
1988-03-21,1.8453,1.8453,1.8453,1.8453,0
1988-03-22,1.8453,1.8453,1.8453,1.8453,3402
1988-03-23,1.865,1.878,1.865,1.878,45499
1988-03-24,1.865,1.865,1.865,1.865,9101
1988-03-25,1.865,1.865,1.865,1.865,0
1988-03-28,1.865,1.865,1.8521,1.8521,6501
1988-03-29,1.8588,1.878,1.8588,1.878,18998
1988-03-30,1.865,1.865,1.865,1.865,398
1988-03-31,1.8588,1.8588,1.8588,1.8588,2998
1988-04-04,1.8847,1.8847,1.8847,1.8847,0
1988-04-05,1.8588,1.8588,1.8588,1.8588,1698
1988-04-06,1.8713,1.8847,1.865,1.8713,256002
1988-04-07,1.6837,1.7096,1.6578,1.6837,890498
1988-04-08,1.677,1.6837,1.6708,1.6708,212599
1988-04-11,1.6319,1.6449,1.6257,1.6319,114501
1988-04-12,1.6381,1.6578,1.6381,1.6578,67702
1988-04-13,1.6578,1.6578,1.6449,1.6449,28199
1988-04-14,1.6516,1.6708,1.6319,1.6449,127502
1988-04-15,1.6708,1.6967,1.6708,1.6967,18600
1988-04-18,1.6904,1.7096,1.6904,1.7029,15103
1988-04-19,1.6904,1.6904,1.6904,1.6904,31197
1988-04-20,1.7029,1.7288,1.6967,1.7226,87198
1988-04-21,1.7226,1.7226,1.7226,1.7226,9101
1988-04-22,1.7226,1.7226,1.7226,1.7226,0
1988-04-25,1.7096,1.7096,1.7096,1.7096,13001
1988-04-26,1.7096,1.7096,1.7096,1.7096,0
1988-04-27,1.7096,1.7096,1.6967,1.6967,9499
1988-04-28,1.6967,1.6967,1.6967,1.6967,1698
1988-04-29,1.4957,1.4957,1.4957,1.4957,398
1988-05-02,1.5024,1.5153,1.5024,1.5153,3900
1988-05-03,1.5153,1.5153,1.5153,1.5153,398
1988-05-04,1.5153,1.5153,1.5153,1.5153,0
1988-05-05,1.5024,1.5024,1.4894,1.4894,3402
1988-05-06,1.5153,1.5153,1.5153,1.5153,398
1988-05-09,1.5024,1.5024,1.4957,1.4957,249501
1988-05-10,1.5024,1.5024,1.5024,1.5024,84099
1988-05-11,1.4957,1.4957,1.4957,1.4957,801
1988-05-12,1.4894,1.4894,1.4698,1.4698,31197
1988-05-13,1.4832,1.4957,1.4832,1.4832,614501
1988-05-16,1.4957,1.5024,1.4957,1.5024,29001
1988-05-17,1.4894,1.4894,1.4894,1.4894,12099
1988-05-18,1.4894,1.5153,1.4894,1.4894,320700
1988-05-19,1.5412,1.5412,1.5221,1.5412,125401
1988-05-20,1.548,1.548,1.548,1.548,2102
1988-05-23,1.5412,1.5412,1.5345,1.5345,33400
1988-05-24,1.5345,1.5345,1.5345,1.5345,1698
1988-05-25,1.5345,1.5345,1.5345,1.5345,0
1988-05-26,1.5153,1.5153,1.5153,1.5153,40298
1988-05-27,1.5221,1.5221,1.4894,1.4894,7801
1988-05-31,1.4894,1.4894,1.4894,1.4894,0
1988-06-01,1.5091,1.5153,1.5091,1.5153,47298
1988-06-02,1.5024,1.5024,1.5024,1.5024,27701
1988-06-03,1.5024,1.5024,1.5024,1.5024,0
1988-06-06,1.5283,1.5283,1.5153,1.5153,9902
1988-06-07,1.5153,1.5283,1.5153,1.5283,59800
1988-06-08,1.5283,1.5345,1.5283,1.5345,9902
1988-06-09,1.5345,1.5412,1.5345,1.5412,10799
1988-06-10,1.5345,1.5345,1.5345,1.5345,1698
1988-06-13,1.5412,1.5412,1.5412,1.5412,398
1988-06-14,1.5283,1.5283,1.5283,1.5283,2102
1988-06-15,1.5283,1.5283,1.5283,1.5283,0
1988-06-16,1.5283,1.5283,1.5283,1.5283,3900
1988-06-17,1.5153,1.5283,1.5153,1.5283,2102
1988-06-20,1.5283,1.5283,1.5283,1.5283,398
1988-06-21,1.5283,1.5412,1.5283,1.5283,160101
1988-06-22,1.5412,1.5412,1.5283,1.5412,98003
1988-06-23,1.5345,1.5345,1.5345,1.5345,56399
1988-06-24,1.5024,1.5024,1.4894,1.5024,24702
1988-06-27,1.4376,1.4376,1.4247,1.4376,9101
1988-06-28,1.4506,1.4506,1.4506,1.4506,13803
1988-06-29,1.4698,1.4698,1.4506,1.4506,153600
1988-06-30,1.4573,1.4573,1.4573,1.4573,398
1988-07-01,1.4506,1.4506,1.4506,1.4506,2998
1988-07-05,1.4506,1.4506,1.4506,1.4506,0
1988-07-06,1.4506,1.4573,1.4506,1.4573,55099
1988-07-07,1.4635,1.4635,1.4635,1.4635,398
1988-07-08,1.4635,1.4635,1.4635,1.4635,0
1988-07-11,1.4506,1.4506,1.4506,1.4506,398
1988-07-12,1.4376,1.4376,1.4376,1.4376,9499
1988-07-13,1.4635,1.4635,1.4635,1.4635,2998
1988-07-14,1.4698,1.4832,1.4698,1.4698,74998
1988-07-15,1.4438,1.4438,1.4314,1.4314,67702
1988-07-18,1.4247,1.4376,1.4247,1.4376,6002
1988-07-19,1.4894,1.4894,1.4894,1.4894,15103
1988-07-20,1.5024,1.5153,1.5024,1.5153,15103
1988-07-21,1.5221,1.5283,1.5221,1.5283,2998
1988-07-22,1.5024,1.5024,1.5024,1.5024,15103
1988-07-25,1.5024,1.5024,1.5024,1.5024,0
1988-07-26,1.5283,1.5283,1.5283,1.5283,0
1988-07-27,1.5221,1.5221,1.5221,1.5221,0
1988-07-28,1.4765,1.4765,1.4765,1.4765,398
1988-07-29,1.4765,1.4832,1.4765,1.4832,22102
