Month,Dept,Weekly_Sales,CPI,Unemployment
2.0,74,13330.89,211.3196429,8.106
2.0,2,44292.87,211.3196429,8.106
2.0,4,34660.16,211.3196429,8.106
2.0,25,10218.67,211.3196429,8.106
2.0,7,17224.22,211.3196429,8.106
2.0,40,64328.29,211.3196429,8.106
2.0,97,28457.31,211.3196429,8.106
2.0,23,17798.37,211.3196429,8.106
2.0,82,19023.33,211.3196429,8.106
2.0,16,12881.02,211.3196429,8.106
2.0,87,32299.49,211.3196429,8.106
2.0,11,17306.61,211.3196429,8.106
2.0,10,27921.96,211.3196429,8.106
2.0,94,55501.07,211.3196429,8.106
2.0,80,15673.94,211.3196429,8.106
2.0,9,15175.52,211.3196429,8.106
2.0,91,57335.17,211.3196429,8.106
2.0,1,19403.54,211.3196429,8.106
2.0,14,16118.26,211.3196429,8.106
2.0,95,103652.58,211.3196429,8.106
2.0,46,18099.75,211.3196429,8.106
2.0,81,28213.79,211.3196429,8.106
2.0,72,55590.73,211.3196429,8.106
2.0,90,71718.48,211.3196429,8.106
2.0,92,125048.08,211.3196429,8.106
3.0,8,38776.09,211.3501429,8.106
3.0,79,42931.77,211.3501429,8.106
3.0,98,10903.65,211.3501429,8.106
3.0,3,12275.58,211.3501429,8.106
3.0,25,10345.5,211.3501429,8.106
3.0,5,23082.14,211.3501429,8.106
3.0,82,19974.91,211.3501429,8.106
3.0,7,19659.7,211.3501429,8.106
3.0,93,63550.08,211.3501429,8.106
3.0,16,17129.81,211.3501429,8.106
3.0,49,16445.28,211.3501429,8.106
3.0,1,21827.9,211.3501429,8.106
3.0,11,19082.9,211.3501429,8.106
3.0,38,108282.86,211.3501429,8.106
3.0,2,48397.98,211.3501429,8.106
3.0,10,33299.27,211.3501429,8.106
3.0,80,15680.71,211.3501429,8.106
3.0,97,31576.47,211.3501429,8.106
3.0,91,62755.71,211.3501429,8.106
3.0,23,18993.69,211.3501429,8.106
3.0,81,29957.47,211.3501429,8.106
3.0,95,112807.75,211.3501429,8.106
3.0,34,12571.5,211.3501429,8.106
3.0,4,38086.19,211.3501429,8.106
3.0,90,78081.85,211.3501429,8.106
3.0,17,12657.65,211.3501429,8.106
3.0,72,65525.74,211.3501429,8.106
3.0,14,18268.78,211.3501429,8.106
3.0,13,40423.95,211.3501429,8.106
3.0,40,67000.83,211.3501429,8.106
3.0,74,13824.33,211.3501429,8.106
3.0,9,24064.7,211.3501429,8.106
3.0,46,20565.45,211.3501429,8.106
3.0,12,10239.06,211.3501429,8.106
3.0,87,30800.98,211.3501429,8.106
3.0,55,16120.04,211.3501429,8.106
3.0,92,132945.44,211.3501429,8.106
3.0,94,59201.37,211.3501429,8.106
3.0,3,10123.45,211.3806429,8.106
3.0,25,10705.75,211.3806429,8.106
3.0,97,31197.12,211.3806429,8.106
3.0,4,32668.67,211.3806429,8.106
3.0,81,29272.13,211.3806429,8.106
3.0,2,43751.94,211.3806429,8.106
3.0,80,14708.62,211.3806429,8.106
3.0,7,21529.14,211.3806429,8.106
3.0,79,31669.24,211.3806429,8.106
3.0,1,21043.39,211.3806429,8.106
3.0,38,98175.35,211.3806429,8.106
3.0,5,21498.92,211.3806429,8.106
3.0,72,45046.81,211.3806429,8.106
3.0,16,23766.82,211.3806429,8.106
3.0,98,10819.46,211.3806429,8.106
3.0,95,112048.41,211.3806429,8.106
3.0,49,13267.5,211.3806429,8.106
3.0,82,18201.88,211.3806429,8.106
3.0,91,63668.62,211.3806429,8.106
3.0,55,14410.07,211.3806429,8.106
3.0,46,18114.67,211.3806429,8.106
3.0,17,12793.17,211.3806429,8.106
3.0,94,61326.35,211.3806429,8.106
3.0,14,15331.75,211.3806429,8.106
3.0,22,10372.48,211.3806429,8.106
3.0,11,17864.32,211.3806429,8.106
3.0,93,63593.12,211.3806429,8.106
3.0,23,17426.63,211.3806429,8.106
3.0,9,25605.58,211.3806429,8.106
3.0,10,28208.0,211.3806429,8.106
3.0,8,34342.64,211.3806429,8.106
3.0,13,35833.07,211.3806429,8.106
3.0,92,124418.65,211.3806429,8.106
3.0,87,18911.79,211.3806429,8.106
3.0,40,59799.42,211.3806429,8.106
3.0,74,12253.4,211.3806429,8.106
3.0,12,12386.15,211.3806429,8.106
3.0,34,11709.0,211.3806429,8.106
3.0,90,73943.62,211.3806429,8.106
3.0,2,43615.49,211.215635,8.106
3.0,16,41742.21,211.215635,8.106
3.0,81,30287.91,211.215635,8.106
3.0,56,11836.32,211.215635,8.106
3.0,79,32604.49,211.215635,8.106
3.0,97,31733.15,211.215635,8.106
3.0,80,15871.19,211.215635,8.106
3.0,49,11201.0,211.215635,8.106
3.0,1,22136.64,211.215635,8.106
3.0,14,12738.78,211.215635,8.106
3.0,72,41069.55,211.215635,8.106
3.0,7,22711.59,211.215635,8.106
3.0,38,71165.72,211.215635,8.106
3.0,55,14590.87,211.215635,8.106
3.0,13,36807.21,211.215635,8.106
3.0,23,20132.03,211.215635,8.106
3.0,95,117716.13,211.215635,8.106
3.0,4,34118.11,211.215635,8.106
3.0,98,11323.78,211.215635,8.106
3.0,92,127434.37,211.215635,8.106
3.0,17,11097.8,211.215635,8.106
3.0,82,18348.98,211.215635,8.106
3.0,93,62781.44,211.215635,8.106
3.0,74,11792.55,211.215635,8.106
3.0,25,12213.5,211.215635,8.106
3.0,9,33367.99,211.215635,8.106
3.0,94,64718.53,211.215635,8.106
3.0,11,19738.42,211.215635,8.106
3.0,40,57384.35,211.215635,8.106
3.0,46,18317.46,211.215635,8.106
3.0,34,13394.0,211.215635,8.106
3.0,91,63250.87,211.215635,8.106
3.0,12,12917.55,211.215635,8.106
3.0,10,33731.81,211.215635,8.106
3.0,90,76760.92,211.215635,8.106
3.0,87,28002.01,211.215635,8.106
3.0,8,34188.52,211.215635,8.106
3.0,5,22632.57,211.215635,8.106
3.0,79,29223.39,211.0180424,8.106
3.0,4,33872.07,211.0180424,8.106
3.0,55,11836.92,211.0180424,8.106
3.0,3,10366.85,211.0180424,8.106
3.0,97,30294.48,211.0180424,8.106
3.0,91,55614.69,211.0180424,8.106
3.0,16,26679.52,211.0180424,8.106
3.0,25,13876.5,211.0180424,8.106
3.0,2,41892.55,211.0180424,8.106
3.0,23,19105.92,211.0180424,8.106
3.0,1,26229.21,211.0180424,8.106
3.0,94,59159.95,211.0180424,8.106
3.0,49,11310.4,211.0180424,8.106
3.0,13,35431.73,211.0180424,8.106
3.0,95,113117.35,211.0180424,8.106
3.0,81,29871.06,211.0180424,8.106
3.0,80,14385.66,211.0180424,8.106
3.0,14,12832.47,211.0180424,8.106
3.0,9,27897.97,211.0180424,8.106
3.0,7,16254.21,211.0180424,8.106
3.0,11,17592.13,211.0180424,8.106
3.0,74,10604.88,211.0180424,8.106
3.0,98,10063.69,211.0180424,8.106
3.0,46,16803.77,211.0180424,8.106
3.0,5,38971.89,211.0180424,8.106
3.0,12,11865.53,211.0180424,8.106
3.0,72,40796.33,211.0180424,8.106
3.0,93,55082.4,211.0180424,8.106
3.0,40,57837.28,211.0180424,8.106
3.0,38,95855.41,211.0180424,8.106
3.0,10,31406.96,211.0180424,8.106
3.0,82,16479.16,211.0180424,8.106
3.0,92,116688.75,211.0180424,8.106
3.0,87,23926.34,211.0180424,8.106
3.0,8,17687.87305818113,211.0180424,8.106
3.0,85,17687.87305818113,211.0180424,8.106
3.0,6,17687.87305818113,211.0180424,8.106
3.0,32,17687.87305818113,211.0180424,8.106
3.0,90,71666.24,211.0180424,8.106
4.0,2,47450.5,210.8204499,7.808
4.0,55,13435.38,210.8204499,7.808
4.0,3,11157.08,210.8204499,7.808
4.0,7,22427.62,210.8204499,7.808
4.0,49,12755.33,210.8204499,7.808
4.0,79,40910.94,210.8204499,7.808
4.0,72,50079.67,210.8204499,7.808
4.0,13,38104.53,210.8204499,7.808
4.0,9,25435.02,210.8204499,7.808
4.0,16,46060.69,210.8204499,7.808
4.0,4,37809.49,210.8204499,7.808
4.0,80,14810.01,210.8204499,7.808
4.0,87,32893.64,210.8204499,7.808
4.0,74,10625.15,210.8204499,7.808
4.0,95,111466.37,210.8204499,7.808
4.0,18,17916.41,210.8204499,7.808
4.0,1,57258.43,210.8204499,7.808
4.0,56,13928.36,210.8204499,7.808
4.0,25,14964.5,210.8204499,7.808
4.0,12,12033.5,210.8204499,7.808
4.0,34,10282.66,210.8204499,7.808
4.0,97,30149.2,210.8204499,7.808
4.0,11,21762.46,210.8204499,7.808
4.0,93,63245.0,210.8204499,7.808
4.0,23,18666.57,210.8204499,7.808
4.0,14,14333.75,210.8204499,7.808
4.0,40,62278.04,210.8204499,7.808
4.0,92,126907.41,210.8204499,7.808
4.0,5,29967.92,210.8204499,7.808
4.0,91,57845.36,210.8204499,7.808
4.0,38,101566.87,210.8204499,7.808
4.0,8,38151.58,210.8204499,7.808
4.0,90,77280.42,210.8204499,7.808
4.0,94,66172.11,210.8204499,7.808
4.0,81,29649.34,210.8204499,7.808
4.0,10,31794.04,210.8204499,7.808
4.0,98,14740.14,210.8204499,7.808
4.0,46,19053.49,210.8204499,7.808
4.0,82,17695.89,210.8204499,7.808
4.0,79,37815.5,210.6228574,7.808
4.0,3,10179.29,210.6228574,7.808
,16,52976.67,210.6228574,7.808
,34,13863.66,210.6228574,7.808
,74,10895.18,210.6228574,7.808
,1,42960.91,210.6228574,7.808
,9,26113.67,210.6228574,7.808
,13,37638.44,210.6228574,7.808
4.0,92,129466.97,210.6228574,7.808
4.0,5,18516.45,210.6228574,7.808
4.0,38,98689.46,210.6228574,7.808
4.0,95,116770.82,210.6228574,7.808
4.0,2,46549.73,210.6228574,7.808
4.0,93,66795.56,210.6228574,7.808
4.0,14,12874.07,210.6228574,7.808
4.0,40,59141.39,210.6228574,7.808
4.0,87,29922.64,210.6228574,7.808
4.0,97,32544.27,210.6228574,7.808
4.0,80,16418.64,210.6228574,7.808
4.0,23,21678.02,210.6228574,7.808
4.0,94,69441.1,210.6228574,7.808
4.0,7,20516.64,210.6228574,7.808
4.0,72,43346.92,210.6228574,7.808
4.0,12,10109.0,210.6228574,7.808
4.0,81,30023.4,210.6228574,7.808
4.0,8,34145.96,210.6228574,7.808
4.0,55,11185.09,210.6228574,7.808
4.0,98,12217.58,210.6228574,7.808
4.0,25,12906.0,210.6228574,7.808
4.0,10,32486.28,210.6228574,7.808
4.0,11,22186.81,210.6228574,7.808
4.0,4,36174.43,210.6228574,7.808
4.0,91,60177.2,210.6228574,7.808
4.0,82,17678.66,210.6228574,7.808
4.0,90,75592.52,210.6228574,7.808
4.0,46,17682.48,210.6228574,7.808
4.0,56,13987.13,210.6228574,7.808
4.0,97,33866.82,210.4887,7.808
4.0,25,12360.85,210.4887,7.808
4.0,2,45025.02,210.4887,7.808
4.0,87,31171.25,210.4887,7.808
4.0,16,59543.22,210.4887,7.808
4.0,13,36663.26,210.4887,7.808
4.0,5,11570.27,210.4887,7.808
4.0,23,19811.02,210.4887,7.808
4.0,14,12309.14,210.4887,7.808
4.0,34,13632.64,210.4887,7.808
4.0,92,128626.08,210.4887,7.808
4.0,7,19330.26,210.4887,7.808
4.0,93,67716.6,210.4887,7.808
4.0,95,126341.84,210.4887,7.808
4.0,98,10791.63,210.4887,7.808
4.0,40,58400.17,210.4887,7.808
4.0,9,28782.86,210.4887,7.808
4.0,12,11187.99,210.4887,7.808
4.0,81,28518.47,210.4887,7.808
4.0,56,16347.63,210.4887,7.808
4.0,38,77602.0,210.4887,7.808
4.0,79,32135.69,210.4887,7.808
4.0,82,16566.09,210.4887,7.808
4.0,8,32890.54,210.4887,7.808
4.0,94,67420.53,210.4887,7.808
4.0,72,38711.22,210.4887,7.808
4.0,1,17596.96,210.4887,7.808
4.0,11,19991.95,210.4887,7.808
4.0,4,34740.19,210.4887,7.808
4.0,90,73155.28,210.4887,7.808
4.0,91,63631.89,210.4887,7.808
4.0,10,32134.61,210.4887,7.808
4.0,46,17394.72,210.4887,7.808
4.0,80,15583.62,210.4887,7.808
4.0,25,11295.45,210.4391228,7.808
4.0,49,12738.26,210.4391228,7.808
4.0,72,42222.53,210.4391228,7.808
4.0,95,110204.77,210.4391228,7.808
4.0,14,12749.37,210.4391228,7.808
4.0,34,12504.5,210.4391228,7.808
4.0,13,36058.1,210.4391228,7.808
4.0,2,44418.11,210.4391228,7.808
4.0,23,19377.76,210.4391228,7.808
4.0,98,10156.01,210.4391228,7.808
4.0,97,29464.0,210.4391228,7.808
4.0,7,18534.4,210.4391228,7.808
4.0,11,17349.9,210.4391228,7.808
4.0,87,30756.13,210.4391228,7.808
4.0,16,51604.72,210.4391228,7.808
4.0,94,60764.62,210.4391228,7.808
4.0,40,58623.36,210.4391228,7.808
4.0,12,11556.42,210.4391228,7.808
4.0,1,16145.35,210.4391228,7.808
4.0,93,55781.92,210.4391228,7.808
4.0,55,11082.83,210.4391228,7.808
4.0,82,16204.99,210.4391228,7.808
4.0,46,17825.26,210.4391228,7.808
4.0,9,24664.06,210.4391228,7.808
4.0,92,111703.46,210.4391228,7.808
4.0,5,24763.98,210.4391228,7.808
4.0,91,56051.87,210.4391228,7.808
4.0,79,28230.72,210.4391228,7.808
4.0,8,32946.13,210.4391228,7.808
4.0,81,27455.91,210.4391228,7.808
4.0,10,29091.15,210.4391228,7.808
4.0,4,33806.71,210.4391228,7.808
4.0,56,13262.63,210.4391228,7.808
4.0,90,68521.99,210.4391228,7.808
4.0,38,87205.88,210.4391228,7.808
4.0,80,14283.64,210.4391228,7.808
4.0,16,48858.08,210.3895456,7.808
4.0,1,16555.11,210.3895456,7.808
4.0,13,36717.2,210.3895456,7.808
4.0,9,24035.42,210.3895456,7.808
4.0,95,107648.14,210.3895456,7.808
4.0,25,11435.6,210.3895456,7.808
4.0,14,12172.32,210.3895456,7.808
4.0,87,31240.73,210.3895456,7.808
4.0,79,30450.45,210.3895456,7.808
4.0,23,18274.46,210.3895456,7.808
4.0,2,45971.3,210.3895456,7.808
4.0,55,11439.61,210.3895456,7.808
4.0,94,60744.62,210.3895456,7.808
4.0,72,38131.53,210.3895456,7.808
4.0,12,10651.84,210.3895456,7.808
4.0,34,10679.49,210.3895456,7.808
4.0,74,10712.5,210.3895456,7.808
4.0,8,34168.23,210.3895456,7.808
4.0,40,57805.71,210.3895456,7.808
4.0,7,22723.48,210.3895456,7.808
4.0,11,20001.75,210.3895456,7.808
4.0,93,55901.42,210.3895456,7.808
4.0,38,127811.89,210.3895456,7.808
4.0,97,29095.46,210.3895456,7.808
4.0,56,10546.89,210.3895456,7.808
4.0,4,33437.8,210.3895456,7.808
4.0,92,109579.6,210.3895456,7.808
4.0,5,22006.41,210.3895456,7.808
4.0,91,55068.72,210.3895456,7.808
4.0,10,30666.59,210.3895456,7.808
4.0,80,13879.7,210.3895456,7.808
4.0,81,28836.25,210.3895456,7.808
4.0,90,67584.03,210.3895456,7.808
4.0,82,17115.38,210.3895456,7.808
4.0,46,18120.31,210.3895456,7.808
5.0,13,40113.4,210.3399684,7.808
5.0,1,17413.94,210.3399684,7.808
5.0,9,27588.34,210.3399684,7.808
5.0,14,14460.84,210.3399684,7.808
5.0,95,125592.28,210.3399684,7.808
5.0,16,52933.2,210.3399684,7.808
5.0,55,11062.66,210.3399684,7.808
5.0,94,67595.65,210.3399684,7.808
5.0,49,14878.8,210.3399684,7.808
5.0,93,70383.0,210.3399684,7.808
5.0,2,47903.01,210.3399684,7.808
5.0,10,32902.69,210.3399684,7.808
5.0,40,61099.85,210.3399684,7.808
5.0,87,41094.12,210.3399684,7.808
5.0,79,44039.92,210.3399684,7.808
5.0,23,22172.27,210.3399684,7.808
5.0,74,11805.33,210.3399684,7.808
5.0,4,37168.34,210.3399684,7.808
5.0,46,19219.2,210.3399684,7.808
5.0,90,76733.25,210.3399684,7.808
5.0,81,31614.83,210.3399684,7.808
5.0,34,15135.17,210.3399684,7.808
5.0,97,34449.36,210.3399684,7.808
5.0,67,17902.17,210.3399684,7.808
5.0,56,11085.84,210.3399684,7.808
5.0,8,35393.78,210.3399684,7.808
5.0,80,15356.54,210.3399684,7.808
5.0,5,19260.44,210.3399684,7.808
5.0,25,11446.25,210.3399684,7.808
5.0,72,39104.1,210.3399684,7.808
5.0,7,20457.62,210.3399684,7.808
5.0,11,28928.31,210.3399684,7.808
5.0,38,107634.21,210.3399684,7.808
5.0,92,132217.62,210.3399684,7.808
5.0,12,12761.39,210.3399684,7.808
5.0,98,10972.91,210.3399684,7.808
5.0,82,17893.1,210.3399684,7.808
5.0,91,66019.35,210.3399684,7.808
5.0,94,78903.78,210.3374261,7.808
5.0,95,120247.9,210.3374261,7.808
5.0,23,19986.37,210.3374261,7.808
5.0,81,29631.17,210.3374261,7.808
5.0,49,12803.67,210.3374261,7.808
5.0,2,43675.61,210.3374261,7.808
5.0,40,54394.6,210.3374261,7.808
5.0,72,35355.34,210.3374261,7.808
5.0,1,18926.74,210.3374261,7.808
5.0,13,36499.93,210.3374261,7.808
5.0,46,18294.5,210.3374261,7.808
5.0,8,33131.69,210.3374261,7.808
5.0,87,34298.89,210.3374261,7.808
5.0,11,23301.17,210.3374261,7.808
5.0,74,10565.14,210.3374261,7.808
5.0,93,68273.13,210.3374261,7.808
5.0,90,73925.66,210.3374261,7.808
5.0,5,16891.66,210.3374261,7.808
5.0,16,44148.02,210.3374261,7.808
5.0,14,14678.22,210.3374261,7.808
5.0,38,91179.51,210.3374261,7.808
5.0,97,33943.35,210.3374261,7.808
5.0,17,10266.86,210.3374261,7.808
5.0,82,17814.39,210.3374261,7.808
5.0,7,18771.35,210.3374261,7.808
5.0,92,126004.12,210.3374261,7.808
5.0,80,14806.08,210.3374261,7.808
5.0,79,30719.18,210.3374261,7.808
5.0,91,64325.26,210.3374261,7.808
5.0,4,33657.7,210.3374261,7.808
5.0,25,11247.0,210.3374261,7.808
5.0,67,18715.88,210.3374261,7.808
5.0,32,16167.09,210.3374261,7.808
5.0,9,25385.09,210.3374261,7.808
5.0,10,26568.32,210.3374261,7.808
5.0,98,12519.08,210.3374261,7.808
5.0,34,13934.33,210.3374261,7.808
5.0,23,20697.6,210.6170934,7.808
5.0,55,12395.06,210.6170934,7.808
5.0,81,28081.1,210.6170934,7.808
5.0,1,14773.04,210.6170934,7.808
5.0,13,38569.83,210.6170934,7.808
5.0,74,10848.88,210.6170934,7.808
5.0,2,44319.15,210.6170934,7.808
5.0,5,16157.17,210.6170934,7.808
5.0,8,34442.73,210.6170934,7.808
5.0,12,12235.62,210.6170934,7.808
5.0,49,10502.54,210.6170934,7.808
5.0,14,11480.15,210.6170934,7.808
5.0,91,59289.04,210.6170934,7.808
5.0,93,60163.57,210.6170934,7.808
5.0,82,17328.64,210.6170934,7.808
5.0,40,53707.85,210.6170934,7.808
5.0,9,27798.19,210.6170934,7.808
5.0,94,57772.04,210.6170934,7.808
5.0,38,80273.34,210.6170934,7.808
5.0,11,27266.41,210.6170934,7.808
5.0,4,35571.47,210.6170934,7.808
5.0,25,11805.5,210.6170934,7.808
5.0,72,30922.75,210.6170934,7.808
5.0,46,18845.98,210.6170934,7.808
5.0,16,38638.64,210.6170934,7.808
5.0,79,30190.72,210.6170934,7.808
5.0,97,31165.21,210.6170934,7.808
5.0,34,14001.84,210.6170934,7.808
5.0,7,28726.86,210.6170934,7.808
5.0,80,14381.02,210.6170934,7.808
5.0,98,10477.58,210.6170934,7.808
5.0,87,32975.76,210.6170934,7.808
5.0,95,120036.99,210.6170934,7.808
5.0,92,117117.65,210.6170934,7.808
5.0,10,26197.6,210.6170934,7.808
5.0,90,71026.5,210.6170934,7.808
5.0,5,15784.6,210.8967606,7.808
5.0,8,35046.1,210.8967606,7.808
5.0,82,17229.66,210.8967606,7.808
5.0,55,10256.27,210.8967606,7.808
5.0,7,36911.59,210.8967606,7.808
5.0,13,38347.52,210.8967606,7.808
5.0,93,60155.18,210.8967606,7.808
5.0,1,15580.43,210.8967606,7.808
5.0,14,12218.11,210.8967606,7.808
5.0,49,11711.59,210.8967606,7.808
5.0,38,87937.0,210.8967606,7.808
5.0,2,44619.52,210.8967606,7.808
5.0,91,53686.79,210.8967606,7.808
5.0,4,36380.36,210.8967606,7.808
5.0,81,28638.96,210.8967606,7.808
5.0,12,11876.34,210.8967606,7.808
5.0,72,31378.88,210.8967606,7.808
5.0,34,13976.83,210.8967606,7.808
5.0,79,28195.06,210.8967606,7.808
5.0,97,30171.25,210.8967606,7.808
5.0,80,14905.3,210.8967606,7.808
5.0,95,121902.19,210.8967606,7.808
5.0,90,70245.24,210.8967606,7.808
5.0,74,11445.67,210.8967606,7.808
5.0,40,56109.3,210.8967606,7.808
5.0,94,58985.55,210.8967606,7.808
5.0,25,11229.88,210.8967606,7.808
5.0,23,23409.56,210.8967606,7.808
5.0,9,29811.88,210.8967606,7.808
5.0,87,32034.24,210.8967606,7.808
5.0,11,28393.85,210.8967606,7.808
5.0,10,30894.79,210.8967606,7.808
5.0,16,45861.03,210.8967606,7.808
5.0,92,111704.67,210.8967606,7.808
5.0,46,19693.66,210.8967606,7.808
5.0,98,10033.06,210.8967606,7.808
6.0,8,35181.47,211.1764278,7.808
6.0,55,12515.03,211.1764278,7.808
6.0,74,12881.32,211.1764278,7.808
6.0,1,17558.09,211.1764278,7.808
6.0,2,48754.47,211.1764278,7.808
6.0,13,41388.81,211.1764278,7.808
6.0,5,22932.26,211.1764278,7.808
6.0,93,71718.04,211.1764278,7.808
6.0,95,133056.97,211.1764278,7.808
6.0,7,44563.68,211.1764278,7.808
6.0,34,16317.32,211.1764278,7.808
6.0,14,14491.35,211.1764278,7.808
6.0,94,64495.92,211.1764278,7.808
6.0,11,36263.69,211.1764278,7.808
6.0,79,42732.59,211.1764278,7.808
6.0,80,16789.53,211.1764278,7.808
6.0,81,30186.24,211.1764278,7.808
6.0,16,47485.63,211.1764278,7.808
6.0,72,38638.6,211.1764278,7.808
6.0,97,35109.14,211.1764278,7.808
6.0,91,59985.57,211.1764278,7.808
6.0,25,13504.5,211.1764278,7.808
6.0,46,22445.36,211.1764278,7.808
